InvoiceNo,StockCode,User ID,Product ID,Name,Brand,Price,Category,SubCategory,Quantity,Description,Type,Rating,InvoiceDate,time stamp,image link,Country
536406,84029G,A2QBZA4S1ROX9Q,594481813,KLF Coconut Oil,KLF,330,Grocery,Cooking Oil,1,"  Key FeaturesNatural & UnrefinedThe process of extraction gives a natural, unrefined 100 % Pure Coconut Oil that retains all the goodness of coconut oil.Authentic aroma of roasted coconut oilKLF Coconad retains the sweet aroma of roasted and sun dried coconuts and adds a dash of the tropical twist to dishes prepared. The oil is extracted from select Kerala coconuts.VSIC process eliminates rancidityKLF Coconad 100% pure Coconut Oil is extracted using an unique VSIC (Vacuumised Steam Injection Cooking) process that reduces moisture, retains freshness and aroma100 % Pure Coconut OilKLF Coconad 100% pure Coconut Oil does not contain any preservatives, chemicals and is not deodorizedBenefitsCoconad is extremely beneficial for diabetics. It has anti-microbial properties that help fight against the problem of indigestion. Besides, it also contains Vitamin A and Vitamin E which are good for our eyes and is an antioxidant respectively.IngredientKLF coconut oil is a 100% premium coconut oil made from the extracts of natural and finest dry coconuts from Kerala.About the BrandKLFs Coconad coconut oil is a much healthier substitute than regular cooking oil as it is made from the finest coconuts from Kerala. It makes the food light and healthy, and exudes a delicious aroma which is mouth-watering. KLF makes sure that the oil is procured from the most trustworthy vendors and the packaging is done carefully to prevent leaks or contaminations. ",Grocery > Cooking Oil,3,12-01-2010 11:33,1369440000,,United Kingdom
536406,84029E,A37K02NKUIT68K,528881469,KMK Almond American (Badam),Kanji Manji Kothari,258,Grocery,Dry Fruits,200,StorageStore in a cool and dry place. Keep away from sunlight and bad odour,Grocery > Dry Fruits,5,12-01-2010 11:33,1293235200,,United Kingdom
536406,22752,A28B1G1MSJ6OO1,528881469,KMK Almond Mamra (Badam),KMK,750,Grocery,Dry Fruits,200,StorageStore in a cool and dry place. Keep away from sunlight and bad odour,Grocery > Dry Fruits,4,12-01-2010 11:33,1280016000,,United Kingdom
536406,22803,A3ILG56NE5QU37,594033896,KMK Cashew Nut (Kaju),KMK,325,Grocery,Dry Fruits,200,IngredientsCashews,Grocery > Dry Fruits,5,12-01-2010 11:33,1399420800,,United Kingdom
536406,21730,A3S0RV5ZQ37538,594451647,KMK Pista Magaz,KMK,540,Grocery,Dry Fruits,200,"  BenefitsPistachios come with a plethora of nutrients such as vitamins, antioxidants, minerals, protein and healthy fatty acids. They offer countless incredible health benefits from augmenting cardiac health, regulating diabetes, promoting brain activity, to easing digestion and enhancing sexual and eye health.StorageStore in a cool and dry placeHow to UseReady to eat.About the BrandKanji Manji Kothari, a traditional family concern, was established in the year 1850. Our business is in providing naturally procured dry fruits, where all the hygiene and health benefits are taken into consideration before delivering the end product.Dry fruits have an array of benefits to offer. They are the powerhouse of nutrients and have been an integral part of the food chain. It regulates the metabolism and strengths the vital components of the human body. ",Grocery > Dry Fruits,4,12-01-2010 11:33,1399075200,,United Kingdom
536407,22632,A2OJRZGW5YVGNS,594451647,KMK Pista Salted Irani (Pistachios),Kanji Manji Kothari,319,Grocery,Dry Fruits,200,Iran,Grocery > Dry Fruits,5,12-01-2010 11:34,1384905600,,United Kingdom
536407,22633,A22055Y81HHDQ9,594481813,KPL Shudhi Coconut Oil,KPL Shudhi,255,Personal Care,Hair Care,1,India,Personal Care > Hair Care,1,12-01-2010 11:34,1384732800,,United Kingdom
536408,22537,A3T6ZQONABIJSG,528881469,Kalbavi Cashews (Kaju),Kalbavi,650,Grocery,Dry Fruits,500,Key Features&bull; Crunchy&bull; Healthy&bull; TastyIngredientsCashewsOther must know InformationAllergen Advice: Contains tree nuts.,Grocery > Dry Fruits,1,12-01-2010 11:41,1358035200,,United Kingdom
536408,22533,A12PFARGH9ELDI,972683275,Karachi's Besan Mysore Pak,Karachi's,120,Packaged Food,Packaged Food,200,"IngredientsRefined Sugar, Bengal Gram Flour, Hydrogenated Vegetable Oil, Refined Wheat FlourAllergy AdviceMay Contain Other Tree Nuts, Gluten, Sulphite & Sesame Seeds.Storage Instruction- Please do not Keep in Refrigerator.- Keep the Pack away from Direct Sunlight - Keep the Pack in Cool, Hygienic and Dry Place, Temperature and Humidity Changes May Cause Product Hard, Without Effecting its fitness for Consumption- Once Opened transfer the Contents in an Airtight Container.",Packaged Food,5,12-01-2010 11:41,1377734400,,United Kingdom
536408,20982,A3IIGCFLKVFW8M,972683275,Karachi's Fruit Biscuits,Karachi's,170,Packaged Food,Biscuits & Cookies,400,"OverviewHyderabad famous Karachi bakery was started in 1953. The very popular fruit biscuit is their delicious traditionally baked recipe. They are still made by hand to preserve the taste people love it for!Key Features- 100% original, handmade biscuits- Thick, fluffy biscuits with mild sweetness, leaving behind a lingering salty taste after eating it- No hydrogenated vegetable oil- No artificial flavours or coloursIngredientsRefined Wheat Flour, Sugar, Hydrogenated Vegetable Fats, Cashew Bits, Milk Solids, Papaya Preserve, SaltStorage ConditionStore in a cool and dry place.",Packaged Food > Biscuits & Cookies,5,12-01-2010 11:41,1393459200,,United Kingdom
536408,21832,A3D8NXND1ALT91,972683275,Kellogg's All Bran Wheat Flakes,Kellogg's,230,Packaged Food,Breakfast Cereals,425,India,Packaged Food > Breakfast Cereals,4,12-01-2010 11:41,1366416000,,United Kingdom
536408,21915,A2YIXN1SNPWV0A,972683275,Kellogg's Chocos,Kellogg's,499,Packaged Food,Breakfast Cereals,1.2,"
- Bring a little magic to your Kid's day with the delicious taste of Kellogg’s Chocos.
- Kellogg's Chocos is a Solid & Nourishing food for your kids. One serve of 30g of Kellogg's Chocos has the protein & fibre of 1 Wheat Roti of 30g. It is enriched with 10 essential vitamins and minerals.
- Chocos is high in calcium, low in fat and naturally cholesterol-free.
- Crafted to make your kid's milk bowl tasty and fun, our chocolaty, crunchy and grain-based cereal makes for a tasty pick-me-up at school or as an evening snack.
- A travel-ready food, Kellogg's Chocos are an ideal companion for snack boxes, & after-school snacks, and busy on-the-go moments. Just add milk or enjoy it as a crispy treat straight from the box.
*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Packaged Food > Breakfast Cereals,4,12-01-2010 11:41,1341360000,,United Kingdom
536408,21914,A1KECIKIWDB4HH,972683275,Kellogg's Chocos,Kellogg's,330,Packaged Food,Breakfast Cereals,700,"
- Bring a little magic to your Kid's day with the delicious taste of Kellogg’s Chocos.
- Kellogg's Chocos is a Solid & Nourishing food for your kids. One serve of 30g of Kellogg's Chocos has the protein & fibre of 1 Wheat Roti of 30g. It is enriched with 10 essential vitamins and minerals.
- Chocos is high in calcium, low in fat and naturally cholesterol-free.
- Crafted to make your kid's milk bowl tasty and fun, our chocolaty, crunchy and grain-based cereal makes for a tasty pick-me-up at school or as an evening snack.
- A travel-ready food, Kellogg's Chocos are an ideal companion for snack boxes, & after-school snacks, and busy on-the-go moments. Just add milk or enjoy it as a crispy treat straight from the box.
*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Packaged Food > Breakfast Cereals,4,12-01-2010 11:41,1282867200,,United Kingdom
536408,21544,A1M17ZTK354P6Y,972683275,Kellogg's Chocos Crunchy Bites,Kellogg's,190,Packaged Food,Breakfast Cereals,375,India,Packaged Food > Breakfast Cereals,4,12-01-2010 11:41,1369353600,,United Kingdom
536408,22813,AE1L7FJUVT661,972683275,Kellogg's Chocos Fills,Kellogg's,190,Packaged Food,Breakfast Cereals,250,"OverviewKellogg's Chocos Fills: Centre-Filled Pillows which are crunchy outside and chocolaty inside. It is an anytime, anywhere snack. Experience yummy taste of Kellogg's Chocos Fills during breakfast, between lectures, while travelling or late-night munching. Have it with milk or without milk.Key FeaturesSource of proteinSource of fibreNaturally cholesterol freeHigh in B group vitaminsIngredientsMulti Grain Flour Mix (Rice Flour, Whole Oats Flour, Whole Wheat Flour), Choco Cream {Sugar, Edible Vegetable Oil (Sunflower Oil, Palm Oil), Cocoa Solids (6.3%), Milk Solids, Emulsifier (INS 322(i))}, Sugar, Cocoa Powder (5.6%), Iodized Salt, Vitamins. CONTAINS ADDED NATURAL FLAVOURING SUBSTANCES.Storage ConditionStore in a cool and dry place.",Packaged Food > Breakfast Cereals,5,12-01-2010 11:41,1354924800,,United Kingdom
536408,22114,A3DBMXKKJMO910,972683275,Kellogg's Chocos Variety Pack,Kellogg's,70,Packaged Food,Breakfast Cereals,156,"
- Kellogg's chocos is a great breakfast friend to both mom and kids.
- Chocos is now made with whole grain which gives 11 essential vitamins and minerals and fibre.
- Kids can have fun with the way Kellogg's chocos turns milk super duper chocolatey.
- Enjoy the yummy chocolaty taste of chocos, be it for breakfast, tiffin or as an evening snack as it has goodness of wheat, have it the way you like it, with or without milk.
- Prepare your child for an action packed and fun filled day at school.
*Actual packaging may vary from the Image
",Packaged Food > Breakfast Cereals,5,12-01-2010 11:41,1324684800,,United Kingdom
536408,84029E,A1RKIVV5VR3RJ8,972683275,Kellogg's Corn Flakes Original,Kellogg's,330,Packaged Food,Breakfast Cereals,875,"
- Kellogg's Corn Flakes Original is a nourishing ready-to-eat breakfast cereal at its very best.
- It is prepared from corn enriched with iron and 8 key essential vitamins like A, C, and B-Group vitamins. It provides a balance of taste and nourishment.
- Kellogg's Corn Flakes Orignal Naashta/breakfast (30g Kellogg's Corn Flakes Original + 200ml toned milk) has been clinically proven to provide Energy at 3 hours.
- Every bite of these crispy, golden flakes is just as delicious as the first. Kick start your day with Kellogg's Corn Flakes Original breakfast which provides you nourishment along with taste.
- An independent study has shown blood glucose levels in people eating Kellogg's Corn Flakes Naashta/breakfast remained at baseline at the end of 3 hours compared to pure glucose.
*Actual packaging may vary from the Image
",Packaged Food > Breakfast Cereals,4,12-01-2010 11:41,1293408000,,United Kingdom
536408,21479,A31KBWBVXWUCSR,972683275,Kellogg's Corn Flakes Original,Kellogg's,190,Packaged Food,Breakfast Cereals,475,"
- Kellogg's Corn Flakes Original is a nourishing ready-to-eat breakfast cereal at its very best.
- It is prepared from corn enriched with iron and 8 key essential vitamins like A, C, and B-Group vitamins. It provides a balance of taste and nourishment.
- Kellogg's Corn Flakes Orignal Naashta/breakfast (30g Kellogg's Corn Flakes Original + 200ml toned milk) has been clinically proven to provide Energy at 3 hours.
- Every bite of these crispy, golden flakes is just as delicious as the first. Kick start your day with Kellogg's Corn Flakes Original breakfast which provides you nourishment along with taste.
- An independent study has shown blood glucose levels in people eating Kellogg's Corn Flakes Naashta/breakfast remained at baseline at the end of 3 hours compared to pure glucose.
*Actual packaging may vary from the Image
",Packaged Food > Breakfast Cereals,5,12-01-2010 11:41,1288310400,,United Kingdom
536408,22964,A18FTRFQQ141CP,972683275,Kellogg's Crunchy Granola Almonds & Cranberries,Kellogg's,350,Packaged Food,Breakfast Cereals,460,"Overview New Kellogg&rsquo;s Crunchy Granola is an irresistibly tasty way to start your day. Enjoy baked, multigrain clusters of whole-grain oats, wheat, corn, rice and barley, generously loaded with real almonds and cranberries. Have it with milk or as is, for a tasty, nourishing start to your day. Kellogg&rsquo;s Crunchy Granola has 24% Fruit and Nut - it is loaded with yummy cranberries and real almonds to give your day the perfect start. It comes with multigrain goodness and the power of 5 nutritious grains - Oats, Wheat, Corn, Rice and Barley in one delicious breakfast. Kellogg&rsquo;s Crunchy Granola also has the goodness of fibre. It is naturally cholesterol-free.  Ingredients Rolled Oats, Candied Fruit and Nut, Almonds, Sugar, Oat Flour, Edible Vegetable Oil, Rice, Whole Wheat, Rice Flour, Liquid Glucose, Corn Flour, Honey, Malt Extract, Wheat Bran, Wheat Flour, Iodized Salt, Dextrose, Barley Flour, Vitamins, Raising Agent, Minerals, Antioxidant. It contains added flavours (Nature identical and artificial cream flavouring substances). It contains Gluten, Almonds and it may contain traces of Soy and Milk.  How to Use Pour out a bowl full of cereal and add some milk. It stays crunchy in warm milk too. You can also add it on top of yoghurt as a tasty snack. Also, tastes great as it is, right out of the bag.  Storage Store in a cool, dry and hygienic place.",Packaged Food > Breakfast Cereals,5,12-01-2010 11:41,1332028800,,United Kingdom
536408,84375,A1XEYWWDJ09OEA,972683275,Kellogg's Froot Loops Cereal,Kellogg's,185,Packaged Food,Breakfast Cereals,285," OverviewAdd a fruity flavour and nourishing crunch to your milk. How to UseHave it with milk.Snack it anywhere.Relish as a fun topping. Care InstructionsStore in a cool, dry and hygienic place.Once opened, consume within 30 days.Store away from direct heat and sunlight.",Packaged Food > Breakfast Cereals,4,12-01-2010 11:41,1297468800,,United Kingdom
